COD_CLIENTE;DATA_CADASTRO;DATA_NASCIMENTO;CELULAR_VALIDO;E_MAIL_VALIDO;OPT_OUT;Idade;Faixa_Idade;DATA_PRIMEIRA_COMPRA;DIAS_ATE_1A_COMPRA
39005228;28/08/2024;11/03/2002;Não;Sim;Não;23;21 a 30;13/01/2025;138
40516664;04/03/2025;27/08/1999;Não;Sim;Não;25;21 a 30;04/03/2025;0
39324997;13/04/2024;17/02/1998;Não;Sim;Não;27;21 a 30;01/03/2025;322
39591638;27/05/2024;16/03/1995;Não;Sim;Não;30;21 a 30;05/01/2025;223
36580782;16/04/2025;10/01/1994;Não;Sim;Não;31;31 a 40;16/04/2025;0
39121854;04/02/2024;27/08/2002;Não;Sim;Não;22;21 a 30;12/03/2025;402
40211380;04/12/2024;20/05/1988;Não;Sim;Não;37;31 a 40;01/02/2025;59
39149880;26/04/2024;05/08/1992;Não;Sim;Não;32;31 a 40;02/01/2025;251
40453476;15/01/2024;30/05/2001;Não;Sim;Não;24;21 a 30;28/02/2025;410
39673163;21/06/2024;13/10/1984;Não;Sim;Não;40;31 a 40;23/01/2025;216
40272687;22/12/2024;15/01/1987;Não;Sim;Não;38;31 a 40;25/01/2025;34
40065033;24/10/2024;28/02/1978;Não;Sim;Não;47;41 a 50;15/02/2025;114
40157507;20/11/2024;06/05/1969;Não;Sim;Não;56;>=51;11/02/2025;83
40184885;27/04/2025;07/01/2003;Não;Sim;Não;22;21 a 30;27/04/2025;0
40370868;25/01/2025;18/02/2004;Não;Sim;Não;21;21 a 30;25/01/2025;0
40578577;09/03/2025;20/10/2003;Não;Sim;Não;21;21 a 30;10/03/2025;1
39564484;19/05/2024;14/10/1996;Não;Sim;Não;28;21 a 30;12/04/2025;328
36609430;17/04/2025;15/07/1994;Não;Sim;Não;30;21 a 30;17/04/2025;0
37535912;18/11/2024;13/02/1959;Não;Sim;Não;66;>=51;13/01/2025;56
39394780;26/03/2024;26/11/1975;Não;Sim;Não;49;41 a 50;12/01/2025;292
39614857;20/06/2024;29/11/1999;Não;Sim;Não;25;21 a 30;05/01/2025;199
40437792;17/02/2025;17/08/1983;Não;Sim;Não;41;41 a 50;17/02/2025;0
40070017;26/10/2024;07/02/1997;Não;Sim;Não;28;21 a 30;03/01/2025;69
39395806;26/03/2024;15/05/1992;Não;Sim;Não;33;31 a 40;11/01/2025;291
39993893;07/10/2024;11/02/2001;Não;Sim;Não;24;21 a 30;06/01/2025;91
38549693;18/04/2024;06/01/1986;Não;Sim;Não;39;31 a 40;23/01/2025;280
36035098;30/03/2025;15/04/2002;Não;Sim;Não;23;21 a 30;30/03/2025;0
40451526;13/01/2024;08/04/1972;Não;Sim;Não;53;>=51;22/02/2025;406
40455388;24/02/2025;24/01/1992;Não;Sim;Não;33;31 a 40;24/02/2025;0
39866358;19/08/2024;31/03/1965;Não;Sim;Não;60;>=51;25/01/2025;159
39382842;22/03/2024;12/02/1980;Não;Sim;Não;45;41 a 50;24/03/2025;367
40631642;25/03/2025;09/10/1996;Não;Sim;Não;28;21 a 30;25/03/2025;0
40456954;19/01/2024;30/09/1996;Não;Sim;Não;28;21 a 30;01/02/2025;379
40095778;03/11/2024;21/05/2003;Não;Sim;Não;22;21 a 30;05/01/2025;63
40351580;18/01/2025;22/12/1975;Não;Sim;Não;49;41 a 50;18/01/2025;0
39355662;16/03/2024;05/01/2000;Não;Sim;Não;25;21 a 30;27/01/2025;317
39629080;08/06/2024;14/08/1985;Não;Sim;Não;39;31 a 40;14/01/2025;220
40502110;19/03/2025;29/04/1987;Não;Sim;Não;38;31 a 40;19/03/2025;0
38141919;19/04/2024;17/02/1987;Não;Sim;Sim;38;31 a 40;13/02/2025;300
39272732;17/02/2024;30/06/2004;Não;Sim;Não;20;<=20;28/02/2025;377
39919842;05/09/2024;19/11/2000;Não;Sim;Não;24;21 a 30;09/03/2025;185
39129877;06/01/2024;09/07/1974;Não;Sim;Não;50;41 a 50;13/01/2025;373
40231329;09/12/2024;15/10/1994;Não;Sim;Não;30;21 a 30;19/01/2025;41
39291003;25/02/2024;11/04/1992;Não;Sim;Não;33;31 a 40;04/01/2025;314
40602487;14/03/2025;29/07/1986;Não;Sim;Não;38;31 a 40;14/03/2025;0
39586677;26/05/2024;29/07/1967;Não;Sim;Sim;57;>=51;20/01/2025;239
40172498;24/11/2024;31/03/1957;Não;Sim;Não;68;>=51;28/01/2025;65
39683036;25/08/2024;27/09/1985;Não;Sim;Não;39;31 a 40;04/01/2025;132
39422285;06/05/2024;05/02/1974;Não;Sim;Não;51;>=51;21/02/2025;291
40167876;23/11/2024;22/11/1992;Não;Sim;Sim;32;31 a 40;29/01/2025;67
39938571;11/09/2024;15/01/1955;Não;Sim;Sim;70;>=51;11/03/2025;181
39910630;24/10/2024;24/01/1989;Não;Sim;Não;36;31 a 40;05/04/2025;163
40426144;08/04/2025;03/09/2002;Não;Sim;Não;22;21 a 30;09/04/2025;1
40599658;13/03/2025;04/07/1970;Não;Sim;Não;54;>=51;13/03/2025;0
39768876;20/07/2024;15/03/1989;Não;Sim;Não;36;31 a 40;03/01/2025;167
40344669;15/01/2025;16/05/1958;Não;Sim;Sim;67;>=51;20/01/2025;5
32059745;24/06/2024;25/06/1993;Não;Sim;Não;32;31 a 40;07/01/2025;197
39386577;23/03/2024;25/09/1992;Não;Sim;Sim;32;31 a 40;08/03/2025;350
40416855;10/02/2025;02/04/1994;Não;Sim;Não;31;31 a 40;10/02/2025;0
39949452;14/09/2024;04/04/1982;Não;Sim;Não;43;41 a 50;02/01/2025;110
39299805;25/02/2024;21/12/1998;Não;Sim;Sim;26;21 a 30;06/02/2025;347
40312377;05/01/2025;14/11/1996;Não;Sim;Não;28;21 a 30;05/01/2025;0
36664614;21/04/2025;04/10/1977;Não;Sim;Não;47;41 a 50;21/04/2025;0
39679849;23/06/2024;24/02/1995;Não;Sim;Não;30;21 a 30;09/03/2025;259
40356997;19/01/2025;10/12/1996;Não;Sim;Não;28;21 a 30;19/01/2025;0
36595114;16/04/2025;07/04/2006;Não;Sim;Não;19;<=20;16/04/2025;0
40023738;28/10/2024;09/05/1991;Não;Sim;Não;34;31 a 40;28/04/2025;182
39494104;27/04/2024;14/01/1996;Não;Sim;Não;29;21 a 30;07/01/2025;255
36080718;31/03/2025;14/03/1978;Não;Sim;Não;47;41 a 50;05/04/2025;5
39866834;19/08/2024;05/05/1989;Não;Sim;Não;36;31 a 40;13/01/2025;147
39576317;23/05/2024;18/11/1965;Não;Sim;Sim;59;>=51;07/02/2025;260
39995356;21/10/2024;09/02/1983;Não;Sim;Não;42;41 a 50;24/01/2025;95
40094197;29/12/2024;03/04/1980;Não;Sim;Não;45;41 a 50;27/01/2025;29
40579249;10/03/2025;23/10/1998;Não;Sim;Sim;26;21 a 30;10/03/2025;0
39709492;03/07/2024;18/11/1997;Não;Sim;Sim;27;21 a 30;08/02/2025;220
40347769;09/04/2025;13/12/1997;Não;Sim;Não;27;21 a 30;10/04/2025;1
39506930;01/05/2024;22/03/1996;Não;Sim;Não;29;21 a 30;12/01/2025;256
40397153;03/02/2025;01/10/2004;Não;Sim;Não;20;<=20;03/02/2025;0
39669872;20/06/2024;13/02/1953;Não;Sim;Não;72;>=51;02/01/2025;196
40333934;12/01/2025;31/01/1997;Não;Sim;Não;28;21 a 30;12/01/2025;0
39812845;29/08/2024;05/11/1994;Não;Sim;Não;30;21 a 30;14/03/2025;197
39659262;17/06/2024;21/04/1989;Não;Sim;Não;36;31 a 40;15/01/2025;212
36266943;07/04/2025;19/03/2002;Não;Sim;Não;23;21 a 30;07/04/2025;0
40309346;04/01/2025;16/09/1972;Não;Sim;Sim;52;>=51;04/01/2025;0
39543246;13/05/2024;05/05/1987;Não;Sim;Não;38;31 a 40;25/02/2025;288
39448136;12/04/2024;25/04/1997;Não;Sim;Não;28;21 a 30;20/01/2025;283
39962915;19/09/2024;13/06/1992;Não;Sim;Sim;33;31 a 40;18/01/2025;121
36688810;23/04/2025;26/03/1998;Não;Sim;Não;27;21 a 30;24/04/2025;1
38136889;21/11/2024;23/03/1997;Não;Sim;Não;28;21 a 30;12/02/2025;83
37573744;15/11/2024;05/08/1989;Não;Sim;Não;35;31 a 40;09/04/2025;145
38448397;19/01/2024;02/04/1998;Não;Sim;Não;27;21 a 30;03/02/2025;381
39373561;31/03/2024;21/03/1975;Não;Sim;Não;50;41 a 50;06/01/2025;281
39903203;31/08/2024;11/05/2001;Não;Sim;Não;24;21 a 30;10/02/2025;163
40503573;09/03/2024;26/09/1992;Não;Sim;Sim;32;31 a 40;03/01/2025;300
39389556;25/03/2024;29/11/1998;Não;Sim;Não;26;21 a 30;04/03/2025;344
49009511;13/09/2024;07/08/1979;Não;Sim;Não;45;41 a 50;08/04/2025;207
39583932;25/05/2024;07/11/1981;Não;Sim;Não;43;41 a 50;03/01/2025;223
36629245;20/04/2025;27/11/2005;Não;Sim;Não;19;<=20;20/04/2025;0
40637455;28/03/2025;05/10/1994;Não;Sim;Não;30;21 a 30;28/03/2025;0
40131164;13/11/2024;24/07/1990;Não;Sim;Não;34;31 a 40;13/01/2025;61
40579277;11/03/2025;05/07/1996;Não;Sim;Não;28;21 a 30;11/03/2025;0
40479421;12/02/2024;11/12/1979;Não;Sim;Não;45;41 a 50;08/01/2025;331
40552482;06/03/2025;20/11/1967;Não;Sim;Não;57;>=51;06/03/2025;0
36539099;14/04/2025;05/08/1986;Não;Sim;Não;38;31 a 40;14/04/2025;0
40512454;03/03/2025;13/11/1996;Não;Sim;Não;28;21 a 30;04/03/2025;1
39725000;07/07/2024;11/07/1991;Não;Sim;Não;33;31 a 40;02/01/2025;179
61004464;08/02/2025;04/06/2002;Não;Sim;Não;23;21 a 30;08/02/2025;0
39754665;16/07/2024;28/07/2001;Não;Sim;Não;23;21 a 30;08/01/2025;176
40161159;21/11/2024;31/01/1994;Não;Sim;Não;31;31 a 40;03/03/2025;102
40153212;19/11/2024;20/08/1980;Não;Sim;Sim;44;41 a 50;14/01/2025;56
39342384;10/03/2024;14/06/1975;Não;Sim;Não;50;41 a 50;16/02/2025;343
39506505;01/05/2024;25/12/1997;Não;Sim;Não;27;21 a 30;08/01/2025;252
40241612;14/12/2024;08/10/1980;Não;Sim;Não;44;41 a 50;10/01/2025;27
40367817;24/01/2025;02/07/1997;Não;Sim;Não;27;21 a 30;24/01/2025;0
39796456;29/07/2024;26/03/1967;Não;Sim;Não;58;>=51;06/02/2025;192
39781289;24/07/2024;29/03/1971;Não;Sim;Não;54;>=51;23/02/2025;214
33126547;07/04/2025;09/02/1989;Sim;Sim;Não;36;31 a 40;07/04/2025;0
40392007;01/02/2025;18/05/1995;Não;Sim;Não;30;21 a 30;01/02/2025;0
60534812;06/08/2024;06/01/1988;Não;Sim;Sim;37;31 a 40;27/04/2025;264
39550750;15/05/2024;31/01/1987;Não;Sim;Não;38;31 a 40;13/01/2025;243
40358675;20/01/2025;11/05/1974;Não;Sim;Não;51;>=51;20/01/2025;0
40089473;02/11/2024;17/03/1988;Não;Sim;Não;37;31 a 40;02/02/2025;92
39121032;04/01/2024;09/06/1964;Não;Sim;Não;61;>=51;20/02/2025;413
40401637;05/02/2025;10/05/1983;Não;Sim;Sim;42;41 a 50;05/02/2025;0
40423735;04/03/2025;07/07/1995;Não;Sim;Não;29;21 a 30;04/03/2025;0
39585924;26/05/2024;04/09/1988;Não;Sim;Não;36;31 a 40;11/01/2025;230
40148426;26/04/2025;08/10/1980;Não;Sim;Não;44;41 a 50;26/04/2025;0
39375964;31/03/2024;25/11/1999;Não;Sim;Sim;25;21 a 30;04/02/2025;310
39700065;30/06/2024;08/11/1996;Não;Sim;Não;28;21 a 30;23/01/2025;207
39667701;21/06/2024;16/08/1983;Não;Sim;Não;41;41 a 50;05/01/2025;198
37506712;22/06/2024;08/05/1992;Não;Sim;Não;33;31 a 40;28/03/2025;279
38209812;26/12/2024;03/05/2002;Não;Sim;Não;23;21 a 30;07/01/2025;12
40189021;28/11/2024;18/05/1996;Não;Sim;Não;29;21 a 30;24/01/2025;57
40290092;28/12/2024;15/01/1990;Não;Sim;Não;35;31 a 40;11/04/2025;104
38323612;07/03/2025;17/02/1990;Não;Sim;Não;35;31 a 40;07/03/2025;0
39190178;08/10/2024;11/07/2000;Não;Sim;Não;24;21 a 30;12/01/2025;96
36528993;13/04/2025;05/05/1989;Não;Sim;Não;36;31 a 40;13/04/2025;0
38666606;10/10/2024;30/04/2001;Não;Sim;Não;24;21 a 30;07/01/2025;89
38040297;10/02/2025;08/03/1970;Não;Sim;Não;55;>=51;10/02/2025;0
40356466;19/01/2025;11/05/1993;Não;Sim;Não;32;31 a 40;19/01/2025;0
39945232;13/09/2024;07/03/1971;Não;Sim;Não;54;>=51;02/01/2025;111
39269680;13/03/2024;27/09/1987;Não;Sim;Sim;37;31 a 40;06/03/2025;358
40034006;14/10/2024;09/11/1997;Não;Sim;Não;27;21 a 30;14/01/2025;92
39601686;28/02/2025;22/07/2002;Não;Sim;Não;22;21 a 30;28/02/2025;0
38065115;11/06/2024;26/07/2001;Não;Sim;Não;23;21 a 30;25/01/2025;228
39261922;26/08/2024;01/03/1999;Não;Sim;Não;26;21 a 30;02/02/2025;160
39425415;06/04/2024;03/03/1996;Não;Sim;Não;29;21 a 30;07/01/2025;276
40167614;23/11/2024;11/02/1984;Não;Sim;Não;41;41 a 50;02/01/2025;40
40382177;29/01/2025;24/06/1999;Não;Sim;Não;26;21 a 30;29/01/2025;0
39706168;02/07/2024;30/09/1986;Não;Sim;Não;38;31 a 40;18/03/2025;259
39628261;07/06/2024;13/01/2007;Não;Sim;Não;18;<=20;14/04/2025;311
39350647;12/03/2024;05/03/1953;Não;Sim;Não;72;>=51;10/02/2025;335
39430298;06/04/2024;12/12/1995;Não;Sim;Sim;29;21 a 30;02/03/2025;330
40505355;03/03/2025;10/03/1985;Não;Sim;Não;40;31 a 40;03/03/2025;0
39659234;17/06/2024;23/03/1999;Não;Sim;Não;26;21 a 30;04/02/2025;232
39241278;08/02/2024;18/09/1981;Não;Sim;Sim;43;41 a 50;29/01/2025;356
39211375;03/03/2024;22/06/1982;Não;Sim;Não;43;41 a 50;01/04/2025;394
39122824;04/01/2024;24/11/1995;Não;Sim;Não;29;21 a 30;03/01/2025;365
39306045;20/12/2024;14/05/1997;Não;Sim;Não;28;21 a 30;07/01/2025;18
40066768;25/10/2024;25/09/1980;Não;Sim;Não;44;41 a 50;16/01/2025;83
39584025;04/06/2024;13/05/1976;Não;Sim;Sim;49;41 a 50;03/01/2025;213
38838082;31/03/2024;23/02/1995;Não;Sim;Não;30;21 a 30;07/01/2025;282
39536031;11/05/2024;09/07/2002;Não;Sim;Não;22;21 a 30;17/01/2025;251
39402819;10/04/2024;06/06/1992;Não;Sim;Não;33;31 a 40;04/01/2025;269
36649218;20/04/2025;31/10/1991;Não;Sim;Sim;33;31 a 40;20/04/2025;0
40434230;16/02/2025;05/08/1995;Não;Sim;Não;29;21 a 30;16/02/2025;0
39377197;20/03/2024;25/05/1977;Não;Sim;Não;48;41 a 50;03/01/2025;289
39808359;05/11/2024;27/12/1964;Não;Sim;Não;60;>=51;14/04/2025;160
36268650;16/04/2025;23/06/2000;Não;Sim;Não;25;21 a 30;16/04/2025;0
40166100;02/12/2024;27/08/2000;Não;Sim;Não;24;21 a 30;07/01/2025;36
39590844;27/05/2024;26/11/2001;Não;Sim;Não;23;21 a 30;13/04/2025;321
37366333;14/05/2024;03/06/1983;Não;Sim;Não;42;41 a 50;18/01/2025;249
39266810;16/02/2024;09/03/1985;Não;Sim;Não;40;31 a 40;02/01/2025;321
40043115;17/10/2024;08/02/1958;Não;Sim;Sim;67;>=51;18/01/2025;93
39475763;21/04/2024;30/08/1982;Não;Sim;Não;42;41 a 50;17/02/2025;302
39350731;12/03/2024;16/02/1974;Não;Sim;Não;51;>=51;20/03/2025;373
40367172;23/01/2025;11/12/1972;Não;Sim;Não;52;>=51;23/01/2025;0
37701382;20/04/2025;14/08/2001;Não;Sim;Não;23;21 a 30;20/04/2025;0
40538481;12/04/2024;03/10/1993;Não;Sim;Não;31;31 a 40;05/03/2025;327
39744556;13/07/2024;22/07/1969;Não;Sim;Não;55;>=51;15/01/2025;186
39871859;22/08/2024;06/02/1978;Não;Sim;Não;47;41 a 50;06/01/2025;137
40385475;30/01/2025;04/10/1983;Não;Sim;Sim;41;41 a 50;30/01/2025;0
39394718;02/05/2024;30/09/1970;Não;Sim;Sim;54;>=51;24/01/2025;267
36609978;17/04/2025;14/06/2005;Não;Sim;Não;20;<=20;22/04/2025;5
39997962;06/11/2024;10/01/1991;Não;Sim;Não;34;31 a 40;08/03/2025;122
40115716;09/11/2024;06/08/2002;Não;Sim;Não;22;21 a 30;02/01/2025;54
40215701;06/12/2024;30/04/2003;Não;Sim;Não;22;21 a 30;14/01/2025;39
40378435;27/01/2025;03/06/1998;Não;Sim;Não;27;21 a 30;27/01/2025;0
40229982;16/12/2024;13/08/1997;Não;Sim;Não;27;21 a 30;09/01/2025;24
39150878;12/01/2024;20/09/1983;Não;Sim;Não;41;41 a 50;25/01/2025;379
38427139;29/09/2024;22/08/1978;Não;Sim;Não;46;41 a 50;03/03/2025;155
38939318;01/02/2024;20/02/1978;Não;Sim;Não;47;41 a 50;13/04/2025;437
40315382;06/01/2025;26/12/2005;Não;Sim;Não;19;<=20;06/01/2025;0
40362537;21/01/2025;07/03/1999;Não;Sim;Não;26;21 a 30;27/01/2025;6
39912791;06/09/2024;06/06/1999;Não;Sim;Não;26;21 a 30;11/03/2025;186
39409046;30/03/2024;13/04/1993;Não;Sim;Não;32;31 a 40;08/01/2025;284
39908547;01/09/2024;10/06/1978;Não;Sim;Sim;47;41 a 50;12/01/2025;133
40082370;30/10/2024;02/02/1998;Não;Sim;Sim;27;21 a 30;20/01/2025;82
39995797;02/10/2024;17/05/1997;Não;Sim;Não;28;21 a 30;02/01/2025;92
39422327;04/04/2024;25/07/1985;Não;Sim;Não;39;31 a 40;06/01/2025;277
38881330;29/09/2024;28/07/2002;Não;Sim;Não;22;21 a 30;12/04/2025;195
40009956;06/10/2024;19/09/1992;Não;Sim;Não;32;31 a 40;16/04/2025;192
40235669;20/01/2025;29/01/1947;Não;Sim;Sim;78;>=51;20/01/2025;0
39839326;19/04/2025;28/11/1996;Não;Sim;Não;28;21 a 30;19/04/2025;0
40329238;10/01/2025;14/12/1983;Não;Sim;Não;41;41 a 50;10/01/2025;0
40282214;26/12/2024;01/03/1996;Não;Sim;Não;29;21 a 30;31/03/2025;95
39359427;13/07/2024;17/04/1999;Não;Sim;Não;26;21 a 30;05/04/2025;266
39824661;06/08/2024;22/10/1991;Não;Sim;Não;33;31 a 40;06/01/2025;153
39563917;19/05/2024;13/05/1968;Não;Sim;Não;57;>=51;18/04/2025;334
39120650;04/01/2024;02/09/1985;Não;Sim;Não;39;31 a 40;02/02/2025;395
39486820;25/04/2024;25/09/1966;Não;Sim;Não;58;>=51;21/01/2025;271
39813572;03/08/2024;12/12/1970;Não;Sim;Não;54;>=51;14/02/2025;195
39828691;07/08/2024;07/04/1992;Não;Sim;Não;33;31 a 40;19/04/2025;255
39770882;24/07/2024;09/12/2000;Não;Sim;Não;24;21 a 30;21/02/2025;212
39579728;24/05/2024;20/04/1969;Não;Sim;Não;56;>=51;26/01/2025;247
39261458;11/10/2024;26/07/2005;Não;Sim;Não;19;<=20;11/01/2025;92
39326333;04/03/2024;10/11/1982;Não;Sim;Não;42;41 a 50;11/01/2025;313
40612307;18/03/2025;09/04/1996;Não;Sim;Não;29;21 a 30;18/03/2025;0
39102177;31/08/2024;03/03/1992;Não;Sim;Sim;33;31 a 40;15/03/2025;196
39762186;05/09/2024;09/02/2001;Não;Sim;Não;24;21 a 30;20/02/2025;168
36284632;07/04/2025;27/06/2002;Não;Sim;Não;22;21 a 30;07/04/2025;0
40221159;07/12/2024;16/02/1985;Não;Sim;Sim;40;31 a 40;19/01/2025;43
39413774;01/04/2024;20/02/1981;Não;Sim;Sim;44;41 a 50;14/01/2025;288
37189540;10/04/2024;16/12/1999;Não;Sim;Não;25;21 a 30;15/02/2025;311
39297491;29/02/2024;24/09/1994;Não;Sim;Não;30;21 a 30;02/01/2025;308
36457776;11/04/2025;13/03/1996;Não;Sim;Não;29;21 a 30;11/04/2025;0
39599095;30/05/2024;09/12/1987;Não;Sim;Não;37;31 a 40;18/01/2025;233
38528944;29/01/2025;07/10/1999;Não;Sim;Sim;25;21 a 30;29/01/2025;0
39968584;21/09/2024;28/05/1995;Não;Sim;Não;30;21 a 30;08/01/2025;109
36122779;12/04/2025;09/07/1990;Não;Sim;Não;34;31 a 40;12/04/2025;0
40608564;17/04/2025;14/11/1998;Não;Sim;Não;26;21 a 30;17/04/2025;0
39453093;13/04/2024;20/06/1980;Não;Sim;Não;45;41 a 50;24/01/2025;286
39552507;16/05/2024;14/12/1964;Não;Sim;Não;60;>=51;10/01/2025;239
39534658;10/05/2024;27/10/1982;Não;Sim;Não;42;41 a 50;05/01/2025;240
40594147;26/06/2024;22/08/2002;Não;Sim;Não;22;21 a 30;06/01/2025;194
40140000;16/11/2024;21/06/1940;Não;Sim;Não;85;>=51;18/04/2025;153
39007511;12/03/2024;24/05/1998;Não;Sim;Sim;27;21 a 30;05/02/2025;330
39853324;15/08/2024;15/12/1994;Não;Sim;Não;30;21 a 30;21/04/2025;249
39313219;29/02/2024;29/09/1982;Não;Sim;Não;42;41 a 50;13/01/2025;319
40036790;15/10/2024;22/09/1977;Não;Sim;Sim;47;41 a 50;02/02/2025;110
39186634;22/01/2024;12/08/2003;Não;Sim;Não;21;21 a 30;02/04/2025;436
38946273;07/05/2024;02/09/1991;Não;Sim;Não;33;31 a 40;12/02/2025;281
39720520;06/07/2024;08/06/1983;Não;Sim;Não;42;41 a 50;25/02/2025;234
39695996;29/06/2024;19/09/1998;Não;Sim;Não;26;21 a 30;14/02/2025;230
39969488;21/09/2024;09/09/1982;Não;Sim;Não;42;41 a 50;24/04/2025;215
39232167;06/02/2025;02/01/2003;Não;Sim;Não;22;21 a 30;06/02/2025;0
39713943;04/07/2024;26/10/1993;Não;Sim;Não;31;31 a 40;16/01/2025;196
39560243;19/05/2024;15/06/1994;Não;Sim;Sim;31;31 a 40;13/02/2025;270
40613231;18/03/2025;10/01/1984;Não;Sim;Não;41;41 a 50;18/03/2025;0
39741839;12/07/2024;01/04/2006;Não;Sim;Não;19;<=20;19/04/2025;281
39447675;15/04/2024;11/03/1995;Não;Sim;Não;30;21 a 30;11/04/2025;361
39313653;13/01/2025;17/03/1993;Não;Sim;Não;32;31 a 40;13/01/2025;0
40011268;06/10/2024;07/05/1990;Não;Sim;Não;35;31 a 40;05/01/2025;91
40224736;07/12/2024;16/08/1977;Não;Sim;Não;47;41 a 50;26/01/2025;50
39185885;22/01/2024;30/10/1994;Não;Sim;Não;30;21 a 30;19/02/2025;394
39271460;17/02/2024;15/06/1976;Não;Sim;Não;49;41 a 50;23/02/2025;372
40224985;12/12/2024;24/04/2002;Não;Sim;Não;23;21 a 30;18/01/2025;37
37417518;17/05/2024;12/06/1999;Não;Sim;Não;26;21 a 30;25/01/2025;253
39887220;26/08/2024;17/04/1995;Não;Sim;Sim;30;21 a 30;09/01/2025;136
39676229;22/06/2024;01/01/1987;Não;Sim;Sim;38;31 a 40;13/03/2025;264
40010437;10/02/2025;13/11/1985;Não;Sim;Não;39;31 a 40;10/02/2025;0
36418136;10/04/2025;27/03/1996;Não;Sim;Sim;29;21 a 30;10/04/2025;0
39711979;26/07/2024;06/11/1997;Não;Sim;Não;27;21 a 30;22/04/2025;270
40618345;22/03/2025;25/01/1985;Não;Sim;Não;40;31 a 40;22/03/2025;0
39096567;02/03/2024;08/02/1984;Não;Sim;Não;41;41 a 50;03/02/2025;338
39982303;26/09/2024;25/06/1996;Não;Sim;Não;29;21 a 30;18/01/2025;114
36636796;19/04/2025;24/08/1999;Não;Sim;Não;25;21 a 30;19/04/2025;0
40129296;13/11/2024;15/10/1988;Não;Sim;Não;36;31 a 40;13/04/2025;151
36650361;21/04/2025;21/12/1996;Não;Sim;Não;28;21 a 30;21/04/2025;0
39505592;01/05/2024;18/03/1983;Não;Sim;Não;42;41 a 50;11/01/2025;255
39660081;17/06/2024;27/08/1998;Não;Sim;Não;26;21 a 30;07/02/2025;235
37868092;02/06/2024;24/02/1992;Não;Sim;Não;33;31 a 40;28/02/2025;271
39989689;11/01/2025;21/04/1998;Não;Sim;Não;27;21 a 30;11/01/2025;0
39410992;31/03/2024;27/10/1977;Não;Sim;Não;47;41 a 50;05/01/2025;280
37519556;12/02/2024;25/02/2002;Não;Sim;Não;23;21 a 30;06/01/2025;329
40278249;04/02/2025;29/01/2003;Não;Sim;Não;22;21 a 30;04/02/2025;0
36215183;05/04/2025;10/11/1983;Não;Sim;Não;41;41 a 50;05/04/2025;0
39644110;12/06/2024;08/12/2001;Não;Sim;Não;23;21 a 30;10/01/2025;212
39857371;16/08/2024;19/10/1993;Não;Sim;Não;31;31 a 40;13/01/2025;150
39498435;02/06/2024;30/09/2007;Não;Sim;Sim;17;<=20;21/01/2025;233
39997523;19/10/2024;12/08/1976;Não;Sim;Não;48;41 a 50;05/02/2025;109
40605257;15/03/2025;23/08/1996;Não;Sim;Não;28;21 a 30;15/03/2025;0
38114028;22/12/2024;12/12/2004;Não;Sim;Não;20;<=20;20/04/2025;119
39618232;04/06/2024;28/06/1989;Não;Sim;Não;35;31 a 40;08/01/2025;218
39506979;19/05/2024;06/12/2005;Não;Sim;Não;19;<=20;15/01/2025;241
40400943;05/02/2025;03/05/1985;Não;Sim;Não;40;31 a 40;05/02/2025;0
40381417;29/01/2025;20/03/1997;Não;Sim;Não;28;21 a 30;29/01/2025;0
39120028;04/01/2024;08/11/1992;Não;Sim;Não;32;31 a 40;04/04/2025;456
40617716;20/03/2025;10/06/2001;Não;Sim;Não;24;21 a 30;20/03/2025;0
40223341;14/12/2024;26/03/1984;Não;Sim;Não;41;41 a 50;28/01/2025;45
40331118;11/01/2025;21/10/1992;Não;Sim;Sim;32;31 a 40;11/01/2025;0
38019403;14/04/2025;11/01/1999;Não;Sim;Não;26;21 a 30;14/04/2025;0
40422924;12/02/2025;02/09/1995;Não;Sim;Não;29;21 a 30;12/02/2025;0
36599480;17/04/2025;19/03/1997;Não;Sim;Não;28;21 a 30;17/04/2025;0
38686561;19/05/2024;13/11/1980;Não;Sim;Não;44;41 a 50;11/01/2025;237
40064533;24/10/2024;11/09/1991;Não;Sim;Não;33;31 a 40;19/01/2025;87
40634219;26/03/2025;21/01/1985;Não;Sim;Não;40;31 a 40;26/03/2025;0
39862981;18/08/2024;26/07/1981;Não;Sim;Não;43;41 a 50;16/03/2025;210
39141094;13/03/2024;29/12/1992;Não;Sim;Não;32;31 a 40;22/01/2025;315
40600965;14/03/2025;29/11/1974;Não;Sim;Sim;50;41 a 50;19/03/2025;5
40146071;11/12/2024;16/03/2005;Não;Sim;Não;20;<=20;08/01/2025;28
40399704;04/02/2025;28/05/1984;Não;Sim;Não;41;41 a 50;04/02/2025;0
39257229;13/02/2024;28/09/1983;Não;Sim;Não;41;41 a 50;31/01/2025;353
40256032;17/12/2024;30/04/1987;Não;Sim;Não;38;31 a 40;02/01/2025;16
39445172;11/04/2024;19/07/1963;Não;Sim;Não;61;>=51;22/01/2025;286
36116439;02/04/2025;19/12/1998;Não;Sim;Não;26;21 a 30;02/04/2025;0
39990742;29/09/2024;28/08/1997;Não;Sim;Não;27;21 a 30;01/02/2025;125
40014131;07/10/2024;06/01/1995;Não;Sim;Não;30;21 a 30;03/01/2025;88
36672338;22/04/2025;12/07/1991;Não;Sim;Não;33;31 a 40;22/04/2025;0
