COD_CLIENTE;DATA_CADASTRO;DATA_NASCIMENTO;CELULAR_VALIDO;E_MAIL_VALIDO;OPT_OUT;Idade;Faixa_Idade;DATA_PRIMEIRA_COMPRA;DIAS_ATE_1A_COMPRA
40320111;07/01/2025;02/02/2002;Não;Sim;Não;23;21 a 30;07/01/2025;0
39695211;16/04/2025;15/07/1996;Não;Sim;Não;28;21 a 30;16/04/2025;0
39869724;20/08/2024;11/05/1992;Não;Sim;Não;33;31 a 40;15/03/2025;207
39190229;23/01/2024;06/01/1982;Não;Sim;Não;43;41 a 50;03/04/2025;436
39843615;12/08/2024;08/07/2000;Não;Sim;Sim;24;21 a 30;03/01/2025;144
36697858;23/04/2025;03/01/2004;Não;Sim;Não;21;21 a 30;23/04/2025;0
40006498;05/10/2024;03/04/1995;Não;Sim;Não;30;21 a 30;08/01/2025;95
40450522;28/04/2025;25/05/2008;Não;Sim;Não;17;<=20;28/04/2025;0
40484583;17/02/2024;27/04/1997;Não;Sim;Não;28;21 a 30;05/01/2025;323
39615731;03/06/2024;07/06/2003;Não;Sim;Não;22;21 a 30;15/02/2025;257
40600491;14/03/2025;26/08/1985;Não;Sim;Não;39;31 a 40;14/03/2025;0
39348249;11/03/2024;13/03/2001;Não;Sim;Não;24;21 a 30;02/01/2025;297
39571127;18/08/2024;31/05/2006;Não;Sim;Sim;19;<=20;11/01/2025;146
40574786;08/03/2025;22/02/1987;Não;Sim;Não;38;31 a 40;08/03/2025;0
40631960;27/03/2025;20/04/1997;Não;Sim;Não;28;21 a 30;27/03/2025;0
39646974;13/06/2024;29/09/1962;Não;Sim;Não;62;>=51;06/01/2025;207
39478311;10/01/2025;24/09/1998;Não;Sim;Não;26;21 a 30;10/01/2025;0
40001233;09/12/2024;11/09/1987;Não;Sim;Não;37;31 a 40;16/01/2025;38
40301234;02/01/2025;27/12/1977;Não;Sim;Não;47;41 a 50;02/01/2025;0
40316172;06/01/2025;14/10/1990;Não;Sim;Não;34;31 a 40;06/01/2025;0
33078090;12/07/2024;12/09/2000;Não;Sim;Não;24;21 a 30;26/01/2025;198
36134300;03/04/2025;03/04/1982;Não;Sim;Não;43;41 a 50;03/04/2025;0
39224040;03/02/2024;25/04/1995;Não;Sim;Sim;30;21 a 30;25/01/2025;357
40356624;28/01/2025;18/03/1996;Não;Sim;Não;29;21 a 30;28/01/2025;0
40105696;06/11/2024;20/03/1990;Não;Sim;Não;35;31 a 40;03/02/2025;89
38578582;09/04/2025;07/01/1982;Não;Sim;Não;43;41 a 50;09/04/2025;0
39436330;08/04/2024;01/05/2008;Não;Sim;Não;17;<=20;08/01/2025;275
39918652;04/04/2025;03/12/1974;Não;Sim;Não;50;41 a 50;04/04/2025;0
39258852;13/02/2024;13/04/1998;Não;Sim;Não;27;21 a 30;27/04/2025;439
40380432;28/01/2025;16/11/1999;Não;Sim;Sim;25;21 a 30;28/01/2025;0
36467863;11/04/2025;28/10/1971;Não;Sim;Não;53;>=51;11/04/2025;0
40097299;08/11/2024;11/10/1996;Não;Sim;Não;28;21 a 30;17/01/2025;70
40609175;16/03/2025;15/05/1972;Não;Sim;Não;53;>=51;17/03/2025;1
39239446;07/02/2024;08/08/2002;Não;Sim;Não;22;21 a 30;26/04/2025;444
39877772;23/08/2024;23/04/1987;Não;Sim;Não;38;31 a 40;11/02/2025;172
39540963;12/05/2024;03/03/1998;Não;Sim;Não;27;21 a 30;08/02/2025;272
39579474;24/05/2024;30/12/1969;Não;Sim;Não;55;>=51;26/03/2025;306
39615922;04/06/2024;10/06/1979;Não;Sim;Não;46;41 a 50;17/01/2025;227
39223277;02/02/2024;18/04/1990;Não;Sim;Não;35;31 a 40;07/01/2025;340
39651427;27/04/2025;25/07/1981;Não;Sim;Não;43;41 a 50;27/04/2025;0
40579995;10/03/2025;18/08/1996;Não;Sim;Não;28;21 a 30;10/03/2025;0
39768866;20/07/2024;14/01/1980;Não;Sim;Não;45;41 a 50;31/01/2025;195
39558080;17/05/2024;14/03/1994;Não;Sim;Sim;31;31 a 40;10/01/2025;238
39662180;18/06/2024;22/11/1967;Não;Sim;Não;57;>=51;04/01/2025;200
39490451;26/04/2024;13/02/1974;Não;Sim;Não;51;>=51;06/01/2025;255
40371758;23/02/2025;09/09/2002;Não;Sim;Não;22;21 a 30;23/02/2025;0
40410706;08/02/2025;01/08/1999;Não;Sim;Sim;25;21 a 30;08/02/2025;0
39947105;14/09/2024;11/09/1978;Não;Sim;Sim;46;41 a 50;20/01/2025;128
40461971;24/01/2024;04/05/1999;Não;Sim;Não;26;21 a 30;13/01/2025;355
36085782;01/04/2025;19/03/2005;Não;Sim;Não;20;<=20;01/04/2025;0
40058854;22/10/2024;10/01/1981;Não;Sim;Não;44;41 a 50;09/03/2025;138
40124520;11/11/2024;16/05/2005;Não;Sim;Não;20;<=20;07/02/2025;88
39979719;25/09/2024;13/04/1985;Não;Sim;Não;40;31 a 40;11/02/2025;139
39946679;13/09/2024;04/03/1994;Não;Sim;Não;31;31 a 40;21/01/2025;130
36069917;31/03/2025;12/11/1997;Não;Sim;Não;27;21 a 30;31/03/2025;0
40199347;30/11/2024;08/04/1999;Não;Sim;Não;26;21 a 30;09/01/2025;40
40040037;16/10/2024;26/05/1997;Não;Sim;Não;28;21 a 30;20/01/2025;96
39755117;16/07/2024;29/10/2000;Não;Sim;Não;24;21 a 30;26/01/2025;194
39280239;19/02/2024;09/03/1982;Não;Sim;Não;43;41 a 50;23/01/2025;339
40328342;10/01/2025;29/08/1994;Não;Sim;Não;30;21 a 30;10/01/2025;0
40121250;10/11/2024;12/06/1966;Não;Sim;Não;59;>=51;27/01/2025;78
38715966;18/04/2025;03/03/1988;Não;Sim;Não;37;31 a 40;18/04/2025;0
40537967;11/04/2024;31/01/1981;Não;Sim;Não;44;41 a 50;15/04/2025;369
40006191;04/10/2024;04/02/2000;Não;Sim;Não;25;21 a 30;22/01/2025;110
39276046;18/02/2024;27/07/1983;Não;Sim;Sim;41;41 a 50;04/01/2025;321
40033524;15/10/2024;17/08/1986;Não;Sim;Não;38;31 a 40;07/03/2025;143
40075553;28/10/2024;17/09/1992;Não;Sim;Não;32;31 a 40;03/03/2025;126
39482412;03/06/2024;03/07/1965;Não;Sim;Não;60;>=51;08/01/2025;219
36549290;14/04/2025;08/04/1975;Não;Sim;Não;50;41 a 50;14/04/2025;0
39324404;05/03/2024;08/05/1973;Não;Sim;Não;52;>=51;07/01/2025;308
40482687;01/03/2025;15/09/2004;Não;Sim;Não;20;<=20;01/03/2025;0
40630569;25/03/2025;19/03/1983;Não;Sim;Sim;42;41 a 50;25/03/2025;0
40444962;20/02/2025;14/04/1980;Não;Sim;Sim;45;41 a 50;20/02/2025;0
39790643;27/07/2024;09/04/1997;Não;Sim;Não;28;21 a 30;17/01/2025;174
38637337;22/02/2024;01/03/1993;Não;Sim;Não;32;31 a 40;08/01/2025;321
40264910;20/12/2024;01/09/1981;Não;Sim;Não;43;41 a 50;07/01/2025;18
40189017;27/04/2025;20/04/1984;Não;Sim;Não;41;41 a 50;27/04/2025;0
39588364;11/08/2024;09/12/1982;Não;Sim;Não;42;41 a 50;01/04/2025;233
40333583;11/01/2025;19/08/1961;Não;Sim;Não;63;>=51;16/01/2025;5
40310641;04/01/2025;15/05/1977;Não;Sim;Não;48;41 a 50;04/01/2025;0
38700487;30/03/2024;03/02/1989;Não;Sim;Não;36;31 a 40;08/03/2025;343
39695000;28/06/2024;31/07/1993;Não;Sim;Não;31;31 a 40;12/01/2025;198
39272352;17/02/2024;04/05/1992;Não;Sim;Não;33;31 a 40;03/03/2025;380
40634935;26/03/2025;22/04/1975;Não;Sim;Não;50;41 a 50;26/03/2025;0
39257765;13/02/2024;28/11/1999;Não;Sim;Não;25;21 a 30;04/01/2025;326
39498495;29/04/2024;05/12/1993;Não;Sim;Não;31;31 a 40;11/02/2025;288
39735245;10/07/2024;22/03/1972;Não;Sim;Não;53;>=51;28/02/2025;233
39542560;21/05/2024;15/09/1998;Não;Sim;Não;26;21 a 30;03/01/2025;227
39261523;14/02/2024;02/08/2002;Não;Sim;Não;22;21 a 30;10/01/2025;331
40150753;18/11/2024;30/06/1990;Não;Sim;Não;34;31 a 40;19/02/2025;93
40186185;21/01/2025;31/05/1977;Não;Sim;Não;48;41 a 50;25/01/2025;4
39666695;19/06/2024;28/07/1999;Não;Sim;Não;25;21 a 30;26/04/2025;311
40170593;26/04/2025;28/09/1992;Não;Sim;Sim;32;31 a 40;26/04/2025;0
40139545;16/11/2024;08/11/1962;Não;Sim;Sim;62;>=51;15/01/2025;60
39481060;23/04/2024;18/09/1979;Não;Sim;Não;45;41 a 50;02/02/2025;285
40314001;05/01/2025;19/12/1992;Não;Sim;Não;32;31 a 40;05/01/2025;0
39506937;28/12/2024;17/04/1998;Não;Sim;Não;27;21 a 30;02/01/2025;5
39407489;30/03/2024;09/05/1980;Não;Sim;Não;45;41 a 50;13/01/2025;289
40220116;30/04/2025;05/10/2004;Não;Sim;Não;20;<=20;30/04/2025;0
40158540;30/11/2024;11/05/1999;Não;Sim;Não;26;21 a 30;26/02/2025;88
39474174;20/04/2024;28/05/1994;Não;Sim;Não;31;31 a 40;20/01/2025;275
40351513;18/01/2025;15/07/1982;Não;Sim;Não;42;41 a 50;18/01/2025;0
39754542;16/07/2024;28/04/1976;Não;Sim;Não;49;41 a 50;28/01/2025;196
40440420;18/02/2025;17/08/1991;Não;Sim;Não;33;31 a 40;18/02/2025;0
40494209;04/03/2025;01/11/1973;Não;Sim;Não;51;>=51;04/03/2025;0
39224381;03/02/2024;20/09/1967;Não;Sim;Não;57;>=51;11/04/2025;433
36567583;17/04/2025;19/11/1999;Não;Sim;Não;25;21 a 30;17/04/2025;0
39343680;30/05/2024;04/01/2002;Não;Sim;Sim;23;21 a 30;13/03/2025;287
40322711;13/01/2025;23/04/1998;Não;Sim;Sim;27;21 a 30;13/01/2025;0
39428740;06/04/2024;07/06/1996;Não;Sim;Não;29;21 a 30;11/01/2025;280
39858536;17/08/2024;12/07/1999;Não;Sim;Não;25;21 a 30;03/01/2025;139
38126208;13/11/2024;30/01/1991;Não;Sim;Não;34;31 a 40;12/01/2025;60
40097765;04/11/2024;29/04/1989;Não;Sim;Sim;36;31 a 40;11/01/2025;68
39317100;02/03/2024;10/10/1986;Não;Sim;Não;38;31 a 40;01/03/2025;364
39854087;15/08/2024;15/05/1992;Não;Sim;Não;33;31 a 40;06/04/2025;234
36163039;03/04/2025;10/01/2002;Não;Sim;Não;23;21 a 30;03/04/2025;0
40578962;10/03/2025;31/05/1962;Não;Sim;Não;63;>=51;10/03/2025;0
39323738;04/03/2024;24/10/2000;Não;Sim;Não;24;21 a 30;12/01/2025;314
38241376;07/12/2024;01/02/1997;Não;Sim;Não;28;21 a 30;14/01/2025;38
40313583;30/01/2025;19/10/1989;Não;Sim;Não;35;31 a 40;20/01/2025;-10
39670363;20/06/2024;14/02/1999;Não;Sim;Não;26;21 a 30;02/01/2025;196
32598956;09/03/2025;09/12/1991;Não;Sim;Não;33;31 a 40;09/03/2025;0
40164959;23/11/2024;23/09/1989;Não;Sim;Não;35;31 a 40;08/03/2025;105
40305578;19/01/2025;15/12/1990;Não;Sim;Não;34;31 a 40;19/01/2025;0
39691039;02/01/2025;18/09/1988;Não;Sim;Sim;36;31 a 40;02/01/2025;0
40452278;14/01/2024;25/09/2004;Não;Sim;Não;20;<=20;23/02/2025;406
39556367;17/05/2024;11/01/1996;Não;Sim;Não;29;21 a 30;19/01/2025;247
39175405;19/01/2024;08/05/1986;Não;Sim;Não;39;31 a 40;17/04/2025;454
39890561;27/08/2024;27/05/1992;Não;Sim;Não;33;31 a 40;11/02/2025;168
39109919;02/01/2024;31/12/2004;Não;Sim;Não;20;<=20;22/03/2025;445
40405604;06/02/2025;20/12/1996;Não;Sim;Não;28;21 a 30;06/02/2025;0
39443349;26/04/2024;12/02/1997;Não;Sim;Não;28;21 a 30;24/01/2025;273
39542997;14/05/2024;07/09/1994;Não;Sim;Não;30;21 a 30;04/01/2025;235
40578480;21/03/2025;30/08/2001;Não;Sim;Não;23;21 a 30;21/03/2025;0
37520005;12/04/2025;22/06/1992;Não;Sim;Não;33;31 a 40;12/04/2025;0
39470890;19/04/2024;18/10/2005;Não;Sim;Sim;19;<=20;08/02/2025;295
39848344;13/08/2024;09/08/2004;Não;Sim;Não;20;<=20;27/01/2025;167
39537790;11/05/2024;22/01/1999;Não;Sim;Sim;26;21 a 30;05/04/2025;329
40452498;14/01/2024;01/06/1984;Não;Sim;Sim;41;41 a 50;23/02/2025;406
40369877;24/01/2025;09/05/1999;Não;Sim;Não;26;21 a 30;24/01/2025;0
40345314;20/01/2025;31/12/1996;Não;Sim;Não;28;21 a 30;20/01/2025;0
39692949;03/07/2024;20/09/1989;Não;Sim;Não;35;31 a 40;18/01/2025;199
39298234;25/02/2024;20/11/1998;Não;Sim;Sim;26;21 a 30;19/01/2025;329
39734977;10/07/2024;29/12/1992;Não;Sim;Não;32;31 a 40;07/01/2025;181
39879177;23/08/2024;26/11/1994;Não;Sim;Não;30;21 a 30;10/02/2025;171
38955351;11/08/2024;04/10/1960;Não;Sim;Não;64;>=51;01/02/2025;174
39646562;19/06/2024;22/08/1989;Não;Sim;Não;35;31 a 40;23/01/2025;218
40258734;18/12/2024;14/10/1993;Não;Sim;Não;31;31 a 40;28/04/2025;131
39351005;16/04/2024;12/10/1965;Não;Sim;Não;59;>=51;12/01/2025;271
39914749;20/10/2024;06/06/1987;Não;Sim;Não;38;31 a 40;20/01/2025;92
40566064;07/03/2025;21/02/1992;Não;Sim;Não;33;31 a 40;14/03/2025;7
37922485;14/01/2024;16/07/2003;Não;Sim;Não;21;21 a 30;06/02/2025;389
40636006;27/03/2025;04/12/1997;Não;Sim;Não;27;21 a 30;27/03/2025;0
40275377;23/12/2024;23/01/1986;Não;Sim;Não;39;31 a 40;18/01/2025;26
38585423;17/12/2024;01/04/1986;Não;Sim;Não;39;31 a 40;17/02/2025;62
38922753;30/11/2024;20/04/1994;Não;Sim;Não;31;31 a 40;13/04/2025;134
39709026;03/07/2024;04/11/1980;Não;Sim;Não;44;41 a 50;13/04/2025;284
40036385;14/10/2024;08/03/1976;Não;Sim;Sim;49;41 a 50;09/01/2025;87
39265441;15/02/2024;06/11/1992;Não;Sim;Não;32;31 a 40;05/02/2025;356
40482059;02/03/2025;03/03/1983;Não;Sim;Não;42;41 a 50;02/03/2025;0
40381045;06/03/2025;18/06/2008;Não;Sim;Não;17;<=20;06/03/2025;0
36168339;04/04/2025;13/05/2003;Não;Sim;Não;22;21 a 30;04/04/2025;0
39156627;14/01/2024;29/05/1979;Não;Sim;Não;46;41 a 50;25/01/2025;377
39757000;01/03/2025;13/08/1988;Não;Sim;Não;36;31 a 40;01/03/2025;0
39588469;26/05/2024;06/03/1959;Não;Sim;Não;66;>=51;03/03/2025;281
51013872;10/01/2025;17/01/1994;Não;Sim;Não;31;31 a 40;10/01/2025;0
40115085;09/11/2024;19/02/2004;Não;Sim;Sim;21;21 a 30;06/04/2025;148
40257485;18/12/2024;19/03/1975;Não;Sim;Sim;50;41 a 50;10/02/2025;54
39254253;11/02/2024;10/10/1978;Não;Sim;Não;46;41 a 50;18/01/2025;342
40000691;02/10/2024;31/03/1995;Não;Sim;Não;30;21 a 30;02/01/2025;92
37765069;17/12/2024;06/11/2003;Não;Sim;Não;21;21 a 30;14/02/2025;59
36375441;09/04/2025;18/08/1996;Não;Sim;Não;28;21 a 30;09/04/2025;0
39939488;11/09/2024;03/12/1963;Não;Sim;Não;61;>=51;22/02/2025;164
61015977;26/02/2025;11/08/1981;Não;Sim;Não;43;41 a 50;26/02/2025;0
40590021;11/03/2025;27/01/1991;Não;Sim;Não;34;31 a 40;11/03/2025;0
39442677;10/04/2024;12/10/1987;Não;Sim;Não;37;31 a 40;01/01/2025;266
39358423;14/03/2024;10/10/1969;Não;Sim;Não;55;>=51;08/01/2025;300
40256660;17/12/2024;02/08/1991;Não;Sim;Não;33;31 a 40;24/02/2025;69
39864063;18/08/2024;28/05/1990;Não;Sim;Não;35;31 a 40;07/01/2025;142
39966198;20/09/2024;15/09/1973;Não;Sim;Não;51;>=51;07/04/2025;199
39257232;12/02/2024;27/10/1973;Não;Sim;Não;51;>=51;03/01/2025;326
40060918;23/10/2024;24/03/1998;Não;Sim;Não;27;21 a 30;07/01/2025;76
40353928;18/01/2025;06/10/2005;Não;Sim;Não;19;<=20;18/01/2025;0
38203081;08/01/2024;04/11/1973;Não;Sim;Sim;51;>=51;03/03/2025;420
39457098;16/04/2024;02/10/1976;Não;Sim;Não;48;41 a 50;09/01/2025;268
39704469;24/08/2024;30/01/1998;Não;Sim;Sim;27;21 a 30;15/02/2025;175
39249044;18/02/2024;03/06/2002;Não;Sim;Não;23;21 a 30;20/01/2025;337
40055840;21/10/2024;04/08/1976;Não;Sim;Não;48;41 a 50;19/01/2025;90
39946652;13/09/2024;05/11/1999;Não;Sim;Não;25;21 a 30;16/03/2025;184
39880793;24/08/2024;04/05/1998;Não;Sim;Não;27;21 a 30;04/01/2025;133
40008258;09/09/2024;15/01/1999;Não;Sim;Não;26;21 a 30;15/01/2025;128
40480697;07/04/2025;26/05/1998;Não;Sim;Não;27;21 a 30;07/04/2025;0
40267056;21/12/2024;05/04/1995;Não;Sim;Sim;30;21 a 30;02/01/2025;12
39898318;08/01/2025;14/02/2000;Não;Sim;Não;25;21 a 30;08/01/2025;0
39176225;19/01/2024;31/10/2001;Não;Sim;Não;23;21 a 30;18/01/2025;365
40530086;03/04/2024;18/07/1992;Não;Sim;Não;32;31 a 40;19/04/2025;381
39811353;02/08/2024;04/09/1997;Não;Sim;Não;27;21 a 30;14/04/2025;255
37617101;10/02/2025;21/11/1956;Não;Sim;Não;68;>=51;10/02/2025;0
39401228;28/03/2024;11/07/1978;Não;Sim;Não;46;41 a 50;08/01/2025;286
36209404;05/04/2025;11/06/1997;Não;Sim;Sim;28;21 a 30;05/04/2025;0
39293464;23/02/2024;29/09/2000;Não;Sim;Não;24;21 a 30;20/02/2025;363
38192414;03/01/2025;07/07/2003;Não;Sim;Sim;21;21 a 30;03/01/2025;0
39867351;19/08/2024;22/04/1981;Não;Sim;Não;44;41 a 50;04/04/2025;228
40328885;10/01/2025;11/06/1996;Não;Sim;Não;29;21 a 30;10/01/2025;0
40109579;07/11/2024;30/06/1990;Não;Sim;Não;34;31 a 40;17/01/2025;71
40382534;29/01/2025;31/03/2001;Não;Sim;Não;24;21 a 30;29/01/2025;0
39334326;07/03/2024;15/12/1991;Não;Sim;Não;33;31 a 40;16/02/2025;346
39247456;09/02/2024;25/02/1982;Não;Sim;Não;43;41 a 50;02/01/2025;328
40199773;05/12/2024;08/08/1994;Não;Sim;Não;30;21 a 30;01/03/2025;86
40622965;26/03/2025;08/05/2006;Não;Sim;Não;19;<=20;27/03/2025;1
36559148;14/04/2025;09/03/2000;Não;Sim;Não;25;21 a 30;14/04/2025;0
40517208;04/03/2025;19/04/1999;Não;Sim;Não;26;21 a 30;04/03/2025;0
38766786;29/02/2024;21/06/1977;Não;Sim;Não;48;41 a 50;13/01/2025;319
39873639;21/08/2024;08/10/1996;Não;Sim;Não;28;21 a 30;28/03/2025;219
39332311;06/03/2024;10/01/1988;Não;Sim;Não;37;31 a 40;11/03/2025;370
39589368;30/05/2024;29/09/1988;Não;Sim;Não;36;31 a 40;18/01/2025;233
36041483;30/03/2025;29/03/1994;Não;Sim;Não;31;31 a 40;30/03/2025;0
39655845;16/06/2024;02/10/1982;Não;Sim;Não;42;41 a 50;04/01/2025;202
39640797;23/06/2024;14/01/1999;Não;Sim;Não;26;21 a 30;15/01/2025;206
39795370;29/07/2024;19/08/1992;Não;Sim;Sim;32;31 a 40;23/01/2025;178
38399804;18/05/2024;31/05/2000;Não;Sim;Não;25;21 a 30;15/03/2025;301
40257770;18/12/2024;12/08/1988;Não;Sim;Não;36;31 a 40;08/02/2025;52
39398441;02/04/2024;02/11/1967;Não;Sim;Sim;57;>=51;12/02/2025;316
39530104;09/05/2024;13/07/1976;Não;Sim;Não;48;41 a 50;20/01/2025;256
40250300;15/12/2024;09/03/1998;Não;Sim;Não;27;21 a 30;21/02/2025;68
40597709;13/03/2025;04/11/1981;Não;Sim;Não;43;41 a 50;13/03/2025;0
40497311;03/03/2024;21/07/2000;Não;Sim;Não;24;21 a 30;24/02/2025;358
40242277;13/12/2024;27/05/1974;Não;Sim;Não;51;>=51;13/03/2025;90
39802663;01/08/2024;20/03/1998;Não;Sim;Não;27;21 a 30;15/01/2025;167
39760052;23/07/2024;25/01/2002;Não;Sim;Não;23;21 a 30;17/01/2025;178
39925248;07/09/2024;02/09/1997;Não;Sim;Não;27;21 a 30;04/01/2025;119
39395242;26/03/2024;11/11/1988;Não;Sim;Não;36;31 a 40;26/04/2025;396
40242060;13/12/2024;21/06/1953;Não;Sim;Não;72;>=51;09/01/2025;27
36680680;22/04/2025;21/01/1961;Não;Sim;Não;64;>=51;22/04/2025;0
40006515;27/10/2024;19/08/1981;Não;Sim;Não;43;41 a 50;13/01/2025;78
39964520;20/09/2024;17/09/1990;Não;Sim;Não;34;31 a 40;12/01/2025;114
40453766;23/02/2025;16/09/1947;Não;Sim;Não;77;>=51;23/02/2025;0
40619799;21/03/2025;29/06/1963;Não;Sim;Não;62;>=51;21/03/2025;0
39471715;20/04/2024;17/08/1992;Não;Sim;Sim;32;31 a 40;06/02/2025;292
36111820;02/04/2025;03/12/2001;Não;Sim;Sim;23;21 a 30;02/04/2025;0
37932031;20/01/2025;09/10/2000;Não;Sim;Não;24;21 a 30;20/01/2025;0
40413973;09/02/2025;04/02/1999;Não;Sim;Não;26;21 a 30;09/02/2025;0
36131602;02/04/2025;07/03/2001;Não;Sim;Não;24;21 a 30;02/04/2025;0
39240596;07/02/2024;22/12/2000;Não;Sim;Não;24;21 a 30;06/01/2025;334
39566557;20/05/2024;14/02/1975;Não;Sim;Não;50;41 a 50;22/04/2025;337
40075174;27/10/2024;04/10/1982;Não;Sim;Não;42;41 a 50;29/01/2025;94
40392944;02/02/2025;06/09/2004;Não;Sim;Não;20;<=20;02/02/2025;0
36700485;24/04/2025;12/06/1985;Não;Sim;Não;40;31 a 40;24/04/2025;0
39620625;12/06/2024;01/07/1977;Não;Sim;Sim;47;41 a 50;07/01/2025;209
39650858;14/06/2024;12/07/1993;Não;Sim;Não;31;31 a 40;03/01/2025;203
38282108;28/01/2025;07/07/1997;Não;Sim;Não;27;21 a 30;28/01/2025;0
40202133;29/04/2025;21/01/2004;Não;Sim;Não;21;21 a 30;29/04/2025;0
39181919;21/01/2024;08/01/1958;Não;Sim;Sim;67;>=51;13/04/2025;448
39351740;12/03/2024;10/04/2003;Não;Sim;Não;22;21 a 30;04/01/2025;298
39692013;16/07/2024;20/05/2006;Não;Sim;Não;19;<=20;17/01/2025;185
40204503;29/04/2025;05/08/1997;Não;Sim;Não;27;21 a 30;29/04/2025;0
39398093;27/03/2024;13/08/1963;Não;Sim;Não;61;>=51;24/01/2025;303
39565385;19/05/2024;15/01/1992;Não;Sim;Não;33;31 a 40;07/01/2025;233
39036539;03/04/2024;19/05/1998;Não;Sim;Sim;27;21 a 30;23/03/2025;354
40212877;04/12/2024;21/01/1998;Não;Sim;Não;27;21 a 30;27/01/2025;54
39548284;14/05/2024;02/02/1993;Não;Sim;Não;32;31 a 40;25/02/2025;287
40406362;06/02/2025;25/11/1986;Não;Sim;Não;38;31 a 40;06/02/2025;0
40267281;21/12/2024;07/07/1995;Não;Sim;Sim;29;21 a 30;20/01/2025;30
40381996;29/01/2025;20/02/1989;Não;Sim;Não;36;31 a 40;29/01/2025;0
40038854;15/10/2024;09/09/1994;Não;Sim;Não;30;21 a 30;07/01/2025;84
40431081;15/02/2025;14/04/1993;Não;Sim;Não;32;31 a 40;15/02/2025;0
39598955;30/05/2024;02/01/1976;Não;Sim;Não;49;41 a 50;11/02/2025;257
39292826;23/02/2024;24/02/1982;Não;Sim;Não;43;41 a 50;06/01/2025;318
40419512;10/02/2025;28/09/1987;Não;Sim;Não;37;31 a 40;21/02/2025;11
39930599;08/09/2024;30/04/1984;Não;Sim;Sim;41;41 a 50;03/01/2025;117
39960759;20/09/2024;08/01/2000;Não;Sim;Não;25;21 a 30;12/01/2025;114
39588200;26/05/2024;08/06/1979;Não;Sim;Não;46;41 a 50;03/02/2025;253
40576971;09/03/2025;23/03/2001;Não;Sim;Não;24;21 a 30;09/03/2025;0
40454921;16/01/2024;05/10/1956;Não;Sim;Não;68;>=51;24/02/2025;405
39410725;31/03/2024;05/08/1992;Não;Sim;Não;32;31 a 40;28/01/2025;303
39763704;19/07/2024;28/02/1988;Não;Sim;Não;37;31 a 40;21/01/2025;186
39915799;04/09/2024;16/01/1993;Não;Sim;Não;32;31 a 40;18/02/2025;167
40441106;18/02/2025;21/08/1995;Não;Sim;Não;29;21 a 30;18/02/2025;0
40296102;30/12/2024;28/06/1996;Não;Sim;Não;28;21 a 30;18/01/2025;19
40606589;16/03/2025;28/10/1996;Não;Sim;Não;28;21 a 30;16/03/2025;0
39824360;06/08/2024;06/08/1964;Não;Sim;Não;60;>=51;01/01/2025;148
38722729;22/03/2025;02/06/1977;Não;Sim;Não;48;41 a 50;22/03/2025;0
39502907;24/12/2024;08/11/1995;Não;Sim;Não;29;21 a 30;11/04/2025;108
40229031;30/04/2025;19/03/1989;Não;Sim;Não;36;31 a 40;30/04/2025;0
40220192;06/12/2024;20/09/1999;Não;Sim;Não;25;21 a 30;03/01/2025;28
39417766;09/10/2024;26/02/1993;Não;Sim;Não;32;31 a 40;11/04/2025;184
39449867;13/04/2024;24/09/1990;Não;Sim;Não;34;31 a 40;04/01/2025;266
40436440;16/02/2025;08/07/1988;Não;Sim;Não;36;31 a 40;16/02/2025;0
39885006;25/08/2024;15/05/1979;Não;Sim;Não;46;41 a 50;20/01/2025;148
39935858;22/11/2024;25/02/1993;Não;Sim;Não;32;31 a 40;14/01/2025;53
40400466;04/02/2025;29/12/1992;Não;Sim;Não;32;31 a 40;04/02/2025;0
36044764;30/03/2025;15/11/1996;Não;Sim;Não;28;21 a 30;30/03/2025;0
39881584;24/08/2024;29/07/1983;Não;Sim;Não;41;41 a 50;07/02/2025;167
40001764;03/10/2024;03/05/1999;Não;Sim;Não;26;21 a 30;08/01/2025;97
40509953;03/03/2025;14/11/2004;Não;Sim;Não;20;<=20;03/03/2025;0
39508702;02/05/2024;18/12/1988;Não;Sim;Não;36;31 a 40;11/01/2025;254
40158683;21/11/2024;04/09/1991;Não;Sim;Não;33;31 a 40;17/01/2025;57
39335197;07/03/2024;17/08/1998;Não;Sim;Não;26;21 a 30;10/01/2025;309
39443355;10/04/2024;04/04/1994;Não;Sim;Não;31;31 a 40;03/01/2025;268
40380817;28/01/2025;04/03/1995;Não;Sim;Não;30;21 a 30;28/01/2025;0
40275542;23/12/2024;01/01/2000;Não;Sim;Não;25;21 a 30;03/01/2025;11
40033722;30/10/2024;19/09/1995;Não;Sim;Não;29;21 a 30;02/01/2025;64
39341731;09/03/2024;06/11/1991;Não;Sim;Sim;33;31 a 40;03/01/2025;300
40420292;11/02/2025;22/08/2004;Não;Sim;Não;20;<=20;11/02/2025;0
36286931;26/04/2025;13/05/1986;Não;Sim;Não;39;31 a 40;26/04/2025;0
61013433;25/03/2025;22/05/1982;Não;Sim;Não;43;41 a 50;25/03/2025;0
40594772;05/04/2025;08/10/2003;Não;Sim;Não;21;21 a 30;05/04/2025;0
39899301;11/02/2025;13/05/2002;Não;Sim;Não;23;21 a 30;11/02/2025;0
40388232;19/02/2025;21/03/1990;Não;Sim;Não;35;31 a 40;20/02/2025;1
